ObjectID,GlobalID,Plot,Specify other.,% Living Plant Cover,% thatch cover,% Bare Ground,% Living natives,% Living non-natives,Thatch depth (inches),Date of last rain,Inches of last rain,Herbivory on natives,Herbivory on non natives,Number of animal burrows,Entered Species,Total percent cover,lat,lon,Coordinates,Elevation,Date and Time,notes,Your initials,CreationDate,Creator,EditDate,Editor,Soil Moisture,Control,Control,x,y
161,87198fd4-4e26-4a78-a8f1-95656cbba8bb,WM-14,,25,60,15,0,50,1,,,no,no,35,"Brassica_nigra: %, other: %, Festuca_myuros: %, Hirschfeldia_incana: %, Bromus_diandrus: %, Avena_barbata_or_fatua: %, Festuca_myuros: %, : %, ",100%,34.46265096,-119.7654475,"34.46265096, -119.7654475",,1/6/2025 9:56:00 PM,,PC TT BM,1/6/2025 10:14:59 PM,CIR_FieldTech4,1/6/2025 10:14:59 PM,CIR_FieldTech4,,no,,-119.7654475,34.46265096
162,7dc4fb82-2da6-4b2f-a68d-2c71b8e83dc5,WM-10,,9,90,,0,,2,,,no,no,36,"Festuca_perennis: 23%, Bromus_hordeaceus: 24%, Erodium_botrys: %, Avena_barbata_or_fatua: 23%, Bromus_diandrus: %, ",100%,,,,,1/6/2025 10:28:00 PM,Grasses divided arbitrarily due to phenology,"Em, lh, wm",1/6/2025 10:45:33 PM,CIRArcGIS,1/6/2025 10:45:33 PM,CIRArcGIS,,no,,0,0
163,76e486ca-59e9-4387-96cf-d8b2ef0fc51b,WM-17,,30,65,5,60,40,0.75,,,no,no,53,"Plantago_lanceolata: 1%, other: 0%, Stipa_lepida: 50%, Festuca_myuros: 45%, Erodium_botrys: 1%, Sisyrinchium_bellum: 1%, : %, ",100%,34.46187157,-119.76539089,"34.46187157, -119.76539089",,1/6/2025 10:41:00 PM,,,1/6/2025 11:05:28 PM,CIR_FieldTech4,1/6/2025 11:05:28 PM,CIR_FieldTech4,,no,,-119.76539089,34.46187157
164,fbaa9eca-90de-4c8c-a236-2e24bccbf015,7A,,30,95,5,0,60,0.75,,,no,no,45,"Brassica_nigra: 35%, other: 35%, Festuca_myuros: 20%, Avena_barbata_or_fatua: 10%, Convolvulus_arvensis: 0%, : %, ",100%,34.4590028,-119.76410774,"34.4590028, -119.76410774",,1/7/2025 4:43:00 PM,,BM PC,1/7/2025 4:52:31 PM,CIR_FieldTech4,1/7/2025 4:52:31 PM,CIR_FieldTech4,,no,,-119.76410774,34.4590028
165,78f4127a-7fd9-49f5-86b0-f73a9843d3dc,1B,,30,70,,0,,2,,,no,yes,30,"other: %, Hirschfeldia_incana: 4%, Lacticu_serriola: 1%, : %, ",100%,,,", ",,1/7/2025 5:00:00 PM,"All grass is thatch, no sprouts.dry.","Em, wm",1/7/2025 5:08:33 PM,CIRArcGIS,1/7/2025 5:08:33 PM,CIRArcGIS,,no,,0,0
166,f27ed139-65b9-4fa6-9a4d-80faffc11d14,7C,,25,30,45,45,55,0.5,,,yes,no,15,"Stipa_lepida: 10%, Pseudognaphalium_californicum: 5%, Artemisia_californica: %, Sisyrinchium_bellum: 5%, Stephanomeria_sp.: 5%, Brassica_nigra: 5%, Festuca_perennis: 15%, Chlorogalum_pomeridianum: 5%, Erodium_cicutarium: 5%, Convolvulus_arvensis: 5%, : %, ",100%,34.45875232,-119.76402502,"34.45875232, -119.76402502",,1/7/2025 4:55:00 PM,,PC BM,1/7/2025 5:17:41 PM,CIR_FieldTech4,1/7/2025 5:17:41 PM,CIR_FieldTech4,,no,,-119.76402502,34.45875232
167,32499f1f-f473-40bc-9459-5cb78d4c4ee8,1C,,50,50,,,,2,,,yes,yes,15,"Isocoma_menziesii: %, Pseudognaphalium_californicum: 1%, Solanum_douglasii: %, other: 5%, other: 60%, Brassica_nigra: 32%, : %, ",100%,,,", ",,1/7/2025 5:10:00 PM,"All grass thatch, dry no seedlings. Burr clover seeds present.","Wm, em",1/7/2025 5:26:47 PM,CIRArcGIS,1/7/2025 5:26:47 PM,CIRArcGIS,,no,,0,0
168,4630ec28-2d10-4821-af06-8b2c9a0d940e,7B,,50,30,20,0,100,0.75,,,no,no,40,"Festuca_myuros: 40%, Erodium_cicutarium: 30%, Avena_barbata_or_fatua: 20%, Bromus_diandrus: 10%, ",100%,34.45927107,-119.76329438,"34.45927107, -119.76329438",,1/7/2025 5:27:00 PM,,,1/7/2025 6:30:51 PM,,1/7/2025 6:30:51 PM,,,no,,-119.76329438,34.45927107
169,fc2373be-fce1-47ac-b09c-11c1bdb32bed,2A,,25,65,,,,1,,,yes,yes,24,"Vicia_sativa: 36%, Festuca_perennis: 9%, Deinandra_fasciculata: 26%, Croton_setigerus: 2%, Stipa_pulchra: 18%, Artemisia_californica: 2%, Ambrosia_psilostachya: 6%, Silene_gallica: %, other: 1%, : %, ",100%,,,", ",,1/7/2025 6:23:00 PM,"No germination, all last season stuff","Wm, em",1/7/2025 6:43:11 PM,CIRArcGIS,1/7/2025 6:43:11 PM,CIRArcGIS,,no,,0,0
170,f4df5352-4935-4e3f-bbe8-82b14f1d3c14,2B,,15,25,,37,,0.25,,,yes,yes,92,"Croton_setigerus: 35%, other: 1%, Bromus_diandrus: 20%, Avena_barbata_or_fatua: 6%, Erodium_botrys: 34%, Sonchus_asper: 1%, Erigeron_canadensis: 1%, : %, ",100%,,,", ",,1/7/2025 6:48:00 PM,Gophers!,"em, wm",1/7/2025 7:03:22 PM,CIRArcGIS,1/7/2025 7:03:22 PM,CIRArcGIS,,no,,0,0
171,183abc6e-3f16-4d9c-b2c9-f540f99abca5,3A,,60,20,,,,1,,,yes,yes,58,"Deinandra_fasciculata: %, Croton_setigerus: 30%, Avena_barbata_or_fatua: %, ",100%,,,", ",,1/7/2025 7:12:00 PM,Erodium and grasses common in thatch. No germination.,"Em, wm",1/7/2025 7:19:23 PM,CIRArcGIS,1/7/2025 7:19:23 PM,CIRArcGIS,,no,,0,0
172,6fee4e29-4f86-43e1-a2f3-1ebf14c52ed2,3D,,30,25,,75,,0.25,,,yes,yes,89,"Croton_setigerus: 65%, Lysimachia_arvensis: %, Stipa_pulchra: 5%, Deinandra_fasciculata: 5%, Erodium_botrys: 25%, : %, ",100%,,,", ",,1/7/2025 7:27:00 PM,,"Em, wm",1/7/2025 7:36:11 PM,CIRArcGIS,1/7/2025 7:36:11 PM,CIRArcGIS,,no,,0,0
173,002c11fe-fb1a-4037-a386-6dde01100ae3,3B,,5,80,,100,,0.5,,,yes,yes,20,"Stipa_pulchra: %, Deinandra_fasciculata: 29%, Chlorogalum_pomeridianum: 1%, : %, ",100%,,,", ",,1/7/2025 7:39:00 PM,Erodium an burr clover seeds present in thatch,"Em, wm",1/7/2025 7:45:49 PM,CIRArcGIS,1/7/2025 7:45:49 PM,CIRArcGIS,,no,,0,0
174,d7e4f427-6e11-426d-b14b-a5ec7ca01c7b,4C,,15,60,25,15,85,0.5,,,no,no,100,"Sonchus_oleraceus: 1%, Convolvulus_arvensis: 2%, Ambrosia_psilostachya: 1%, Lysimachia_arvensis: 1%, Stipa_lepida: %, Croton_setigerus: 2%, Brachypodium_distachyon: %, Avena_barbata_or_fatua: %, Brachypodium_distachyon: %, Bromus_diandrus: 10%, Festuca_myuros: 20%, ",100%,34.46012824,-119.75501009,"34.46012824, -119.75501009",,1/7/2025 7:34:00 PM,,,1/7/2025 7:51:36 PM,CIR_FieldTech4,1/7/2025 7:51:36 PM,CIR_FieldTech4,,no,,-119.75501009,34.46012824
175,573e8ac9-4f06-4aee-aaf6-3a24e8e26d97,3C,,20,40,,,,0.5,,,yes,yes,41,"Croton_setigerus: %, Deinandra_fasciculata: 20%, Erodium_botrys: 15%, Bromus_diandrus: 5%, other: 1%, Stipa_pulchra: %, ",100%,,,", ",,1/7/2025 7:46:00 PM,Big burrow,"Em, wm",1/7/2025 7:58:04 PM,CIRArcGIS,1/7/2025 7:58:04 PM,CIRArcGIS,,no,,0,0
176,f7074e09-e6f5-4757-87c1-edf914b192cd,4A,,10,89,1,10,90,0.5,,,no,no,8,"Deinandra_fasciculata: 2%, Stipa_lepida: 12%, Plantago_lanceolata: 1%, Isocoma_menziesii: 1%, Corethrogyne_filaginifolia: 1%, Foeniculum_vulgare: 1%, Isocoma_menziesii: 2%, Festuca_myuros: 20%, Festuca_bromoides: 19%, Bromus_diandrus: 19%, Festuca_perennis: 19%, Erodium_botrys: 1%, other: 1%, Sonchus_asper: 1%, ",100%,34.46002583,-119.75436058,"34.46002583, -119.75436058",,1/7/2025 7:57:00 PM,,PC BM ,1/7/2025 8:12:52 PM,CIR_FieldTech4,1/7/2025 8:12:52 PM,CIR_FieldTech4,,no,,-119.75436058,34.46002583
177,0e21ee33-38bd-4524-84d7-8813c42e73fb,3E,,7,10,,55,,0.25,,,yes,yes,46,"Chenopodium_: %, Croton_setigerus: 30%, Erigeron_canadensis: 20%, Brassica_nigra: 5%, Lysimachia_arvensis: 2%, other: 5%, Bromus_diandrus: 30%, : %, ",100%,,,", ",,1/7/2025 8:56:00 PM,Oak branch caught in post,"Em, wm",1/7/2025 9:11:54 PM,CIRArcGIS,1/7/2025 9:11:54 PM,CIRArcGIS,,no,,0,0
178,70225906-a6c4-4ad7-a7d7-dd6fd083041a,5A,,10,30,,,,1,,,yes,yes,51,"Bromus_diandrus: %, Quercus_agrifolia: 60%, Chenopodium_: %, Festuca_myuros: %, ",100%,,,", ",,1/7/2025 9:27:00 PM,Whole plot under 60%cover by oak tree,"Wm, em",1/7/2025 9:36:46 PM,CIRArcGIS,1/7/2025 9:36:46 PM,CIRArcGIS,,no,,0,0
179,4fe9745a-e70a-42e3-b8e9-49f72bac4e6a,5B,,15,60,,50,,1,,,yes,yes,68,"Croton_setigerus: 50%, Bromus_diandrus: 50%, Lysimachia_arvensis: %, ",100%,,,", ",,1/7/2025 9:44:00 PM,Big dead oak  with large burrow under it,"Em, wm",1/7/2025 9:53:32 PM,CIRArcGIS,1/7/2025 9:53:32 PM,CIRArcGIS,,no,,0,0
180,b1039250-a7da-4c4f-8697-19d3872b820d,4D,,35,55,10,90,10,0.5,,,yes,no,22,"Stipa_pulchra: %, Corethrogyne_filaginifolia: 5%, Isocoma_menziesii: 1%, Artemisia_californica: 1%, : %, Plantago_lanceolata: 2%, Festuca_myuros: 10%, Avena_barbata_or_fatua: 3%, : %, : %, ",100%,34.46048731,-119.75496946,"34.46048731, -119.75496946",,1/7/2025 9:38:00 PM,,"BgM, PC",1/7/2025 9:53:38 PM,,1/7/2025 9:53:38 PM,,,no,,-119.75496946,34.46048731
181,4f374bff-8e46-4305-84a3-122e1107df92,6A,,30,55,15,79,21,0.5,,,,,105,"Stipa_pulchra: 83%, Croton_setigerus: 5%, Ambrosia_psilostachya: 1%, Festuca_myuros: 10%, Convolvulus_arvensis: 1%, Sonchus_asper: %, Lysimachia_arvensis: %, : %, : %, ",100%,34.46029223,-119.75547046,"34.46029223, -119.75547046",,1/7/2025 9:58:00 PM,,,1/7/2025 10:51:36 PM,,1/7/2025 10:51:36 PM,,,no,,-119.75547046,34.46029223
182,2718702b-449c-4e20-b32e-85002f90f6eb,4B,,40,55,,51,,1,,,yes,yes,40,"other: 3%, Artemisia_californica: 4%, Isocoma_menziesii: 7%, Baccharis_pilularis: 4%, Stipa_pulchra: 7%, Brassica_nigra: 3%, Bromus_hordeaceus: 16%, Festuca_myuros: 16%, Lysimachia_arvensis: 1%, Sonchus_asper: %, Corethrogyne_filaginifolia: 4%, Plantago_lanceolata: 10%, Deinandra_fasciculata: 25%, ",100%,,,", ",,1/8/2025 4:25:00 PM,No germination,"NR, EM",1/8/2025 4:48:45 PM,CIRArcGIS,1/8/2025 4:48:45 PM,CIRArcGIS,,no,,0,0
183,c3c2eece-e0da-4b81-9539-dda3021124c7,6B,,60,32,8,93,7,0.25,,,yes,no,56,"Stipa_pulchra: 90%, Artemisia_californica: 3%, Sonchus_asper: 1%, Hirschfeldia_incana: 1%, Convolvulus_arvensis: 2%, Deinandra_fasciculata: 0%, Avena_barbata_or_fatua: 2%, Lysimachia_arvensis: 0%, Bromus_hordeaceus: 1%, Erodium_cicutarium: 0%, ",100%,,,", ",,1/8/2025 4:26:00 PM,,TT PC,1/8/2025 4:53:05 PM,CIR_FieldTech1,1/8/2025 4:53:05 PM,CIR_FieldTech1,,no,,0,0
184,a942a78a-2faf-4534-8fb2-72edc4ebf68f,4D,,25,65,,100,,0.25,,,yes,yes,39,"Stipa_pulchra: %, Corethrogyne_filaginifolia: 5%, Artemisia_californica: 1%, Isocoma_menziesii: 1%, Plantago_erecta: 1%, Erodium_botrys: %, other: %, ",100%,,,", ",,1/8/2025 4:48:00 PM,Sheep droppings present- not control? Scat with fur and insect parts at pole base,"Nr,em",1/8/2025 5:09:05 PM,CIRArcGIS,1/8/2025 5:09:05 PM,CIRArcGIS,,no,,0,0
185,c567dbe3-45cd-41be-872b-0897a013267a,6C,,55,10,35,56,44,0.5,,,no,no,201,"Croton_setigerus: 55%, Hirschfeldia_incana: 41%, Lysimachia_arvensis: 3%, Artemisia_californica: 1%, ",100%,,,", ",,1/8/2025 5:03:00 PM,,PC TT,1/8/2025 5:17:13 PM,CIR_FieldTech1,1/8/2025 5:17:13 PM,CIR_FieldTech1,,no,,0,0
186,de9cd08e-d8f6-437e-a3a7-d420c2927e94,8C,,15,80,,99,,0.75,,,yes,yes,72,"Stipa_pulchra: %, Isocoma_menziesii: 5%, Sonchus_asper: 1%, Bromus_hordeaceus: %, Brachypodium_distachyon: %, Deinandra_fasciculata: %, ",100%,,,", ",,1/8/2025 5:12:00 PM,Big ravine/ wash on edge of plot,"Nr, em",1/8/2025 5:24:31 PM,CIRArcGIS,1/8/2025 5:24:31 PM,CIRArcGIS,,no,,0,0
187,c6628b7b-1df1-4c4c-a110-d9c19c3c83cd,6D,,20,79,1,98,2,0.5,,,no,no,16,"Stipa_pulchra: 98%, Hirschfeldia_incana: 1%, Convolvulus_arvensis: 1%, ",100%,,,", ",,1/8/2025 5:20:00 PM,,TT PC,1/8/2025 5:33:41 PM,CIR_FieldTech1,1/8/2025 5:33:41 PM,CIR_FieldTech1,,no,,0,0
188,d7815472-c980-4a5f-9a10-0dcbffc340d9,8B,,40,58,,,,1,,,yes,yes,47,"Stipa_pulchra: 65%, Artemisia_californica: 5%, Brachypodium_distachyon: %, ",100%,,,", ",,1/8/2025 5:36:06 PM,Covered with false brome thatch,"Nr,em",1/8/2025 5:37:03 PM,CIRArcGIS,1/8/2025 5:37:03 PM,CIRArcGIS,,no,,0,0
189,ab7c44e1-a47b-4eb4-8be1-4f53aa63eb6b,8A,,35,60,5,90,10,0.25,,,yes,yes,45,"Stipa_lepida: 90%, other: 2%, Sonchus_asper: 2%, Isocoma_menziesii: 2%, Solanum_douglasii: 2%, other: 1%, ",100%,34.46236081,-119.75567223,"34.46236081, -119.75567223",,1/8/2025 5:41:00 PM,,,1/8/2025 5:52:22 PM,CIR_FieldTech4,1/8/2025 5:52:22 PM,CIR_FieldTech4,,no,,-119.75567223,34.46236081
190,69f2f86c-120c-4f32-9b1f-deb4e13b9a2c,1A,,30,70,0,40,60,3,,,yes,yes,0,"Stipa_pulchra: 30%, other: 30%, Hazardia_squarrosa: 10%, Brassica_nigra: 30%, Avena_barbata_or_fatua: %, Festuca_perennis: %, Bromus_diandrus: %, ",100%,34.46251142274561,-119.76321708041198,"34.46251142274561, -119.76321708041198",,1/8/2025 5:02:00 PM,Annual grasses noted are counted as thatch,Wm,1/8/2025 6:16:35 PM,CIR_FieldTech1,1/8/2025 6:16:35 PM,CIR_FieldTech1,,no,,-119.763217080412,34.4625114227456
191,6c38f1f4-c66e-489e-9420-d121213c3c6d,2C,,3,30,67,35,65,0.25,,,yes,yes,151,"Croton_setigerus: %, Erodium_botrys: 35%, Avena_barbata_or_fatua: 5%, Bromus_diandrus: 25%, Hypochaeris_glabra: %, ",100%,34.46194676516616,-119.75922068411016,"34.46194676516616, -119.75922068411016",,1/8/2025 5:58:00 PM,"25% oak canopy, 50% trail",Wm,1/8/2025 6:16:43 PM,CIR_FieldTech1,1/8/2025 6:16:43 PM,CIR_FieldTech1,,no,,-119.75922068411,34.4619467651662
192,55787548-9997-477b-922f-115163ee7091,4C,,94,3,3,,,0.25,,,no,no,,"Avena_barbata_or_fatua: %, Erodium_cicutarium: 3%, Ambrosia_psilostachya: 3%, Convolvulus_arvensis: %, Vicia_sativa: 3%, Bromus_diandrus: 2%, Festuca_perennis: 10%, Lacticu_serriola: 1%, Brachypodium_distachyon: 4%, Bromus_hordeaceus: 5%, Stipa_pulchra: 1%, : %, ",100%,34.460044250944094,-119.7550904541323,"34.460044250944094, -119.7550904541323",,6/27/2025 3:28:00 PM,,"Lauren H, Anjalique, Jamie Luu, Zach Eichert",6/27/2025 4:14:07 PM,CIR_FieldTech4,6/27/2025 4:14:07 PM,CIR_FieldTech4,,no,,-119.755090454132,34.4600442509441
193,86edd0f8-eaa1-4be6-9a62-044989e9e97c,6A,,95,2,3,49,51,0.25,,,no,no,10,"Avena_barbata_or_fatua: 25%, Bromus_hordeaceus: 8%, Brachypodium_distachyon: 5%, Stipa_pulchra: 48%, Erodium_cicutarium: 5%, Vicia_sativa: 5%, Deinandra_fasciculata: %, Ambrosia_psilostachya: 1%, Convolvulus_arvensis: 1%, Bromus_diandrus: 1%, Lacticu_serriola: %, Festuca_perennis: 1%, Croton_setigerus: %, : %, ",100%,34.460218396830896,-119.75544035575865,"34.460218396830896, -119.75544035575865",,6/27/2025 4:21:00 PM,,"LH, Anjalique, Jamie, Zach",6/27/2025 4:44:42 PM,CIR_FieldTech4,6/27/2025 4:44:42 PM,CIR_FieldTech4,1,no,,-119.755440355759,34.4602183968309
194,64c09380-d0cf-46aa-82eb-dd1af99b0277,6B,,88,10,2,76,24,1,6/27/2025 5:23:21 PM,,no,yes,18,"Deinandra_fasciculata: %, Stipa_pulchra: %, Artemisia_californica: %, Erodium_botrys: %, Bromus_hordeaceus: %, Brachypodium_distachyon: %, Avena_barbata_or_fatua: %, Vicia_sativa: %, Hypochaeris_glabra: %, Foeniculum_vulgare: %, Lacticu_serriola: 1%, Hazardia_squarrosa: %, Bloomeria_crocea: %, Festuca_perennis: %, Festuca_myuros: %, : %, ",100%,34.460018184456395,-119.75510264579712,"34.460018184456395, -119.75510264579712",,6/27/2025 3:35:00 PM,,"ZE, LH, Angelique, Jamie, TT",6/27/2025 5:24:10 PM,CIR_FieldTech1,6/27/2025 5:24:10 PM,CIR_FieldTech1,,no,,-119.755102645797,34.4600181844564
195,f0e505e3-0f5c-4840-ae78-cb6423249dfe,4A,,85,14,1,91,9,0.5,,,no,no,2,"Avena_barbata_or_fatua: %, Vicia_sativa: 0%, Brachypodium_distachyon: %, Stipa_pulchra: %, Deinandra_fasciculata: %, Plantago_lanceolata: %, Plantago_erecta: %, Trifolium_hirtum: %, Corethrogyne_filaginifolia: 0%, Sisyrinchium_bellum: %, Hazardia_squarrosa: %, Foeniculum_vulgare: %, Bromus_madritensis: %, Bromus_hordeaceus: %, Erodium_botrys: 0%, Lacticu_serriola: 0%, other: 1%, Hypochaeris_glabra: 1%, ",100%,34.46001449600091,-119.7544491833937,"34.46001449600091, -119.7544491833937",,6/27/2025 5:50:00 PM,,"TT, ZE, LH",6/27/2025 6:38:00 PM,CIR_FieldTech1,6/27/2025 6:38:00 PM,CIR_FieldTech1,,no,,-119.754449183394,34.4600144960009
196,4c64bbd7-16ee-4b44-934d-f1315aa3a003,4B,,87,10,3,12,,1.5,,,no,yes,22,"Lysimachia_arvensis: 5%, Plantago_lanceolata: 20%, Hazardia_squarrosa: 4%, Bromus_hordeaceus: 7%, Erodium_botrys: 1%, Lacticu_serriola: 6%, Geranium_dissectum: 5%, Baccharis_pilularis: 3%, Brassica_nigra: 8%, Brachypodium_distachyon: 15%, Vicia_sativa: 3%, other: 1%, Corethrogyne_filaginifolia: 0%, Artemisia_californica: 1%, Pseudognaphalium_luteoalbum: 0%, Festuca_myuros: 1%, Avena_barbata_or_fatua: 15%, Foeniculum_vulgare: 0%, Sonchus_oleraceus: 1%, Stipa_pulchra: 4%, ",100%,34.460105014533596,-119.75419695916008,"34.460105014533596, -119.75419695916008",,6/27/2025 6:44:00 PM,,,6/27/2025 7:19:38 PM,CIR_FieldTech1,6/27/2025 7:19:38 PM,CIR_FieldTech1,,no,,-119.75419695916,34.4601050145336
197,bf11d1d5-5a29-429d-baa7-05bffee7bb9e,4D,,92,6,2,56,44,0.5,,,no,no,26,"Stipa_pulchra: %, Hazardia_squarrosa: %, Deinandra_fasciculata: %, Brachypodium_distachyon: %, Bromus_hordeaceus: %, Avena_barbata_or_fatua: %, Plantago_lanceolata: %, Corethrogyne_filaginifolia: %, Medicago_polymorpha: %, Lacticu_serriola: %, Sisyrinchium_bellum: %, Festuca_myuros: %, Trifolium_hirtum: %, Vicia_sativa: %, Hypochaeris_glabra: %, Silene_gallica: 0%, ",100%,34.460416955166465,-119.75507322557762,"34.460416955166465, -119.75507322557762",,6/27/2025 8:13:00 PM,,"TT, ZE, LH",6/27/2025 8:32:47 PM,CIR_FieldTech1,6/27/2025 8:32:47 PM,CIR_FieldTech1,,no,,-119.755073225578,34.4604169551665
198,6f939bdd-625e-44f5-bd5d-c030f486b6b0,8C,,94,4,2,43,,0.5,,,no,no,30,"Avena_barbata_or_fatua: 6%, Stipa_pulchra: 40%, Bromus_hordeaceus: 10%, Brachypodium_distachyon: 37%, Medicago_polymorpha: 2%, Deinandra_fasciculata: 2%, Festuca_myuros: 1%, Trifolium_hirtum: 1%, other: 1%, Artemisia_californica: 0%, Hypochaeris_glabra: 0%, Bromus_diandrus: 0%, Erodium_botrys: 0%, other: 0%, Silene_gallica: 0%, Sonchus_oleraceus: 0%, Lysimachia_arvensis: 0%, Vicia_sativa: 0%, ",100%,34.46179522167468,-119.75526702806299,"34.46179522167468, -119.75526702806299",,6/27/2025 8:41:00 PM,,"TT, ZE, JL, LH",6/27/2025 9:12:01 PM,CIR_FieldTech1,6/27/2025 9:12:01 PM,CIR_FieldTech1,,no,,-119.755267028063,34.4617952216747
199,5a8469b4-c805-4548-9f38-d56a92d427ea,8B,,89,10,1,40,60,1.5,,,no,no,30,"Acmispon_glaber: 0%, Bloomeria_crocea: 4%, Brachypodium_distachyon: 48%, Avena_barbata_or_fatua: 5%, Stipa_pulchra: 30%, Artemisia_californica: 6%, Erodium_botrys: 3%, Bromus_hordeaceus: 3%, Festuca_perennis: 1%, Lysimachia_arvensis: 0%, Festuca_myuros: 0%, ",100%,34.462070886626755,-119.75547023084754,"34.462070886626755, -119.75547023084754",,6/27/2025 9:15:00 PM,,"TT, ZE, JL",6/27/2025 9:33:22 PM,CIR_FieldTech1,6/27/2025 9:33:22 PM,CIR_FieldTech1,,no,,-119.755470230848,34.4620708866268
200,e73b9f85-83ec-457f-ba0e-4d7a7dad75f6,8A,,95,5,0,68,,0.25,,,no,no,19,"Stipa_pulchra: %, Lacticu_serriola: %, Medicago_polymorpha: %, Bromus_hordeaceus: %, Sonchus_oleraceus: %, Deinandra_fasciculata: %, Avena_barbata_or_fatua: %, Erodium_botrys: %, Brachypodium_distachyon: %, Festuca_myuros: %, Hazardia_squarrosa: %, Hypochaeris_glabra: %, Trifolium_hirtum: 1%, ",100%,34.46236038619486,-119.75564944425214,"34.46236038619486, -119.75564944425214",,6/27/2025 10:03:00 PM,,"TT, ZE, JL",6/27/2025 10:19:04 PM,CIR_FieldTech1,6/27/2025 10:19:04 PM,CIR_FieldTech1,,no,,-119.755649444252,34.4623603861949
201,dd145a4e-aac3-4f0e-9287-0798495915b2,6D,,97,3,0,25,75,0.5,,,no,no,3,"Stipa_pulchra: %, Avena_barbata_or_fatua: %, Brachypodium_distachyon: 20%, Festuca_perennis: 29%, Erodium_botrys: 0%, Bromus_hordeaceus: 0%, Trifolium_hirtum: %, Bromus_madritensis: 0%, Lacticu_serriola: 0%, Medicago_polymorpha: 1%, Amsinckia_intermedia: %, Convolvulus_arvensis: 0%, ",100%,34.46207751193989,-119.75631535665492,"34.46207751193989, -119.75631535665492",,6/27/2025 10:23:00 PM,,"TT, ZE, JL",6/27/2025 10:35:29 PM,CIR_FieldTech1,6/27/2025 10:35:29 PM,CIR_FieldTech1,,no,,-119.756315356655,34.4620775119399
202,fb9ef201-eb2f-40c5-a942-84a870d3bbbc,6C,,95,3,2,,,0.25,,,yes,yes,24,"Bromus_diandrus: 40%, Brassica_nigra: 10%, Datura_wrightii: 3%, Amsinckia_intermedia: 40%, Hirschfeldia_incana: 5%, Deinandra_fasciculata: %, Chenopodium_: 1%, Artemisia_californica: %, Croton_setigerus: %, Malva_parviflora: %, Erigeron_canadensis: %, Helminthotheca_echiodes: %, Pseudognaphalium_californicum: 1%, Erodium_botrys: %, Silene_gallica: %, ",100%,34.46264053,-119.7561885,"34.46264053, -119.7561885",,6/30/2025 3:42:00 PM,,"Lh, lz,  jl, kb, bm, em",6/30/2025 4:36:49 PM,CIRArcGIS,6/30/2025 4:36:49 PM,CIRArcGIS,,no,,-119.7561885,34.46264053
203,40be46f1-8c55-4c28-8004-db26faa901a1,5B,,85,5,10,,,0.25,,,yes,yes,20,"Bromus_diandrus: 71%, Erodium_botrys: 7%, Erigeron_canadensis: 15%, Datura_wrightii: 2%, Solanum_douglasii: 1%, Chenopodium_: 2%, Croton_setigerus: 1%, Stephanomeria_sp.: 1%, Hirschfeldia_incana: %, Avena_barbata_or_fatua: %, ",100%,34.4634576,-119.75689709,"34.4634576, -119.75689709",,6/30/2025 4:53:00 PM,"Big burrow just outside, old fallen tree covering half of plot","Jl, em",6/30/2025 5:18:36 PM,CIRArcGIS,6/30/2025 5:18:36 PM,CIRArcGIS,,no,,-119.75689709,34.4634576
204,01780fbd-b314-4f49-8c36-d3c8a82195ba,5A,,40,25,35,7,93,0.5,,,no,yes,2,"Quercus_agrifolia: 6%, Chenopodium_: 3%, Erigeron_canadensis: 2%, Bromus_diandrus: 89%, other: %, other: %, other: %, : %, ",100%,34.46324467902958,-119.7569645003453,"34.46324467902958, -119.7569645003453",,6/30/2025 4:54:00 PM,Additional covering: Coast Live Oak 75% canopy cover. Dead wood was counted in bare ground.  ,"LZ, KB, BGM",6/30/2025 5:26:09 PM,CIR_FieldTech4,6/30/2025 5:26:09 PM,CIR_FieldTech4,,no,,-119.756964500345,34.4632446790296
205,33bd1064-6c01-467b-870e-be9e4ea9d678,3A,,60,25,15,80,20,0.5,,,no,yes,19,"Deinandra_fasciculata: 80%, Bromus_diandrus: 16%, Avena_barbata_or_fatua: 1%, Erodium_botrys: 2%, Hypochaeris_glabra: 1%, Festuca_myuros: %, Croton_setigerus: %, other: %, ",100%,34.461979026354456,-119.755398306238,"34.461979026354456, -119.755398306238",,6/30/2025 6:13:00 PM,,"JL, KB, and BGM",6/30/2025 6:15:27 PM,CIR_FieldTech4,6/30/2025 6:15:27 PM,CIR_FieldTech4,,no,,-119.755398306238,34.4619790263545
206,80b72e31-c923-424d-bcb1-e503aaa58706,3E,,98,0,2,,,,,,yes,yes,5,"Erigeron_canadensis: 40%, Brassica_nigra: 15%, Avena_barbata_or_fatua: %, Bromus_diandrus: 38%, Datura_wrightii: 1%, Solanum_douglasii: 1%, Centaurea_melitensis: 2%, Erodium_botrys: %, Chenopodium_: 1%, Amsinckia_intermedia: 1%, Hordeum_marinum: 1%, Silene_gallica: %, ",100%,34.46251369,-119.75841805,"34.46251369, -119.75841805",,6/30/2025 5:53:00 PM,Dead oak branch in middlr,"Lz, em",6/30/2025 6:17:27 PM,CIRArcGIS,6/30/2025 6:17:27 PM,CIRArcGIS,,no,,-119.75841805,34.46251369
